iter	RMSE
316	0.06040361252
317	0.06039898832
318	0.06039125464
319	0.06038132103
320	0.06036949638
321	0.06036176841
322	0.06035207089
323	0.06033900605
324	0.06032772262
325	0.06031959781
326	0.06031112605
327	0.06030338506
328	0.06029508936
329	0.06028638219
330	0.06027870016
331	0.06027405124
332	0.06026503525
333	0.06025557178
334	0.06025022551
335	0.06024270596
336	0.06022969264
337	0.06022016806
338	0.06021174955
339	0.06020292865
340	0.06019068675
341	0.0601811786
342	0.06017236453
343	0.06016509336
344	0.06015673595
345	0.06014299182
346	0.06013386423
347	0.0601290776
348	0.06011954718
349	0.06010506453
350	0.06009822449
351	0.06008403117
352	0.06007672216
353	0.06007150147
354	0.06006384752
355	0.0600591328
356	0.06005173149
357	0.06004659914
358	0.06003945734
359	0.0600300593
360	0.06002194246
361	0.06001550482
362	0.06000850684
363	0.06000227304
364	0.05999567361
365	0.05998006458
366	0.05997321819
367	0.05996347529
368	0.05995405827
369	0.05994449192
370	0.0599369541
371	0.05992288362
372	0.05991710782
373	0.05990879961
374	0.05989663024
375	0.05988873136
376	0.05988363537
377	0.05987634203
378	0.05986983079
379	0.05986442974
380	0.0598604145
381	0.0598510643
382	0.05984648649
383	0.05984038924
384	0.05983582851
385	0.05982563097
386	0.05982043872
387	0.05981458682
388	0.05980659274
389	0.05979538471
390	0.05978620956
391	0.05977956755
392	0.05977318699
393	0.05976841982
394	0.05976191773
395	0.05975556969
396	0.05974862642
397	0.0597415187
398	0.05973321949
399	0.05972826936
400	0.05972460715
401	0.05971793035
402	0.05971145711
403	0.05970161217
404	0.05969323065
405	0.05968383447
406	0.05967943223
407	0.059675283
408	0.05966896444
409	0.05966297339
410	0.05965574603
411	0.05964986674
412	0.05964170595
413	0.05963731285
414	0.05963150072
415	0.05962708666
416	0.05962041124
417	0.0596122615
418	0.05960790804
419	0.05960186824
420	0.059596384
421	0.05958976375
422	0.0595845455
423	0.05958051981
424	0.05957328302
425	0.05956781224
426	0.05956441249
427	0.05955599286
428	0.05955341876
429	0.0595493405
430	0.05954525584
431	0.05953948515
432	0.059533213
433	0.05952661767
434	0.05952310429
435	0.05951848476
436	0.05951387512
437	0.05950999583
438	0.05950250717
439	0.05949854946
440	0.0594918444
441	0.05948838871
442	0.05948368864
443	0.05947763936
444	0.05947006525
445	0.05946518073
446	0.05945974235
447	0.05945445526
448	0.05944857192
449	0.05944476938
450	0.05943802345
451	0.05943300908
452	0.05942732483
453	0.0594236688
454	0.05942026178
455	0.05941489057
456	0.05940920386
457	0.05940648558
458	0.05940068648
459	0.05939613791
460	0.05938788242
461	0.05937891729
462	0.05937196551
463	0.0593632958
464	0.05935694499
465	0.05935080826
466	0.05934563063
467	0.05934039164
468	0.05933437713
469	0.05933089808
470	0.05932489688
471	0.05932094866
472	0.05931793743
473	0.05931336765
474	0.05930979434
475	0.0593059098
476	0.05930049582
477	0.05929284762
478	0.05928683188
479	0.05928211717
480	0.05927422074
481	0.05927138736
482	0.05926683854
483	0.05925988971
484	0.05925720471
485	0.05924997879
486	0.05924447924
487	0.05923899651
488	0.05923520396
489	0.05923056304
490	0.05922445599
491	0.05922104778
492	0.05921617937
493	0.05921145797
494	0.05920658016
495	0.05920176332
496	0.05919370781
497	0.05919078475
498	0.05918693834
499	0.05918165868
500	0.05917883711
501	0.05917508796
502	0.05917016357
503	0.05916563843
504	0.05916142561
505	0.05915769619
506	0.05915440504
507	0.05914816439
508	0.05914478862
509	0.05914056558
510	0.05913638752
511	0.05913133442
512	0.05912522727
513	0.05911826217
514	0.05911316325
515	0.05911101089
516	0.05910706595
517	0.05910310016
518	0.05909789913
519	0.05909540972
520	0.0590923421
521	0.05908733553
522	0.05908479378
523	0.05908093883
524	0.05907581931
525	0.0590712158
526	0.05906636837
527	0.05906200023
528	0.05905700508
529	0.05905190628
530	0.05904651416
531	0.05904163122
532	0.05903763958
533	0.05903360102
534	0.05903111579
535	0.05902811631
536	0.05902485238
537	0.05902256153
538	0.05901738559
539	0.05901257347
540	0.05900730295
541	0.05900355309
542	0.0590012839
543	0.0589983422
544	0.05899516274
545	0.058990347
546	0.0589879764
547	0.05898252394
548	0.05897915173
549	0.05897521849
550	0.05897265849
551	0.05896909911
552	0.05896598239
553	0.05896246688
554	0.05896020036
555	0.05895764316
556	0.05895276735
557	0.05894841968
558	0.0589437015
559	0.05893930385
560	0.05893567019
561	0.05893231849
562	0.05892961675
563	0.0589255529
564	0.05892257726
565	0.05891688391
566	0.05891316131
567	0.05891044042
568	0.05890859701
569	0.058903173
570	0.05889778995
571	0.05889460732
572	0.05889001484
573	0.05888584889
574	0.05888339256
575	0.05887818606
576	0.05887567214
577	0.05887079245
578	0.05886861795
579	0.05886464836
580	0.05886209208
581	0.05885746758
582	0.0588544541
583	0.05885313805
584	0.05884761943
585	0.05884200431
586	0.05883820407
587	0.05883311223
588	0.05882926333
589	0.05882386755
590	0.05881965216
591	0.05881828122
592	0.05881328568
593	0.05880980508
594	0.05880565262
595	0.05880095342
596	0.05879687476
597	0.05879115834
598	0.05878876814
599	0.05878382822
600	0.05878068789
601	0.05877810234
602	0.05877416204
603	0.05877049868
604	0.05876524135
605	0.05876137853
606	0.05875801972
607	0.05875279587
608	0.05874781583
609	0.05874524317
610	0.05874147827
611	0.05873712675
612	0.05873255204
613	0.05872821068
614	0.0587260657
615	0.0587223323
616	0.05871992126
617	0.05871632274
618	0.05871197839
619	0.05870796078
620	0.05870454526
621	0.05870111404
622	0.0586976459
623	0.05869497348
624	0.05869185738
625	0.05868897844
626	0.05868519795
627	0.05868234925
628	0.05867824118
629	0.05867355595
630	0.05866989038
631	0.05866508673
632	0.05866090848
633	0.05865949177
634	0.05865560832
635	0.05865381775
636	0.05865038467
637	0.05864646766
638	0.0586417046
639	0.05863935108
640	0.05863449327
641	0.05863088349
642	0.05862612957
643	0.05862251324
644	0.05861983982
645	0.0586162174
646	0.05861090677
647	0.05860728834
648	0.05860529976
649	0.05860173355
650	0.05859978771
651	0.05859815265
652	0.05859319502
653	0.05859008432
654	0.05858836042
655	0.05858571395
656	0.05858098563
657	0.05857736345
658	0.05857303486
659	0.05857055308
660	0.05856637247
661	0.05856242812
662	0.05855909018
663	0.05855394641
664	0.05855188851
665	0.05854855391
666	0.05854575326
667	0.05854227331
668	0.0585392263
669	0.05853577678
670	0.05853328215
671	0.05852977173
672	0.05852704129
673	0.05852435336
674	0.05851942701
675	0.05851611536
676	0.05851401947
677	0.05851060716
678	0.05850770295
679	0.05850659075
680	0.05850331827
681	0.05850067174
682	0.05849719821
683	0.05849420121
684	0.05849109051
685	0.05848818025
686	0.058485491
687	0.05848241726
688	0.05847818384
689	0.05847490268
690	0.05847241084
691	0.05846907558
692	0.05846628648
693	0.05846252138
694	0.05846087246
695	0.05845781802
696	0.0584534252
697	0.05845040105
698	0.058447002
699	0.0584445728
700	0.05844071382
701	0.05843727955
702	0.05843311417
703	0.05843105691
704	0.05842879623
705	0.05842738667
706	0.05842509489
707	0.05842346348
708	0.05842093154
709	0.05841778381
710	0.05841566289
711	0.05841261474
712	0.05841010574
713	0.0584070804
714	0.05840475098
715	0.0584010772
716	0.05839707627
717	0.05839344102
718	0.05838941881
719	0.0583865937
720	0.058385255
721	0.05838184876
722	0.05837798898
723	0.05837558687
724	0.05837346977
725	0.05836826125
726	0.05836597149
727	0.05836220112
728	0.05836012512
729	0.05835670657
730	0.05835416542
731	0.05835147246
732	0.05834747071
733	0.05834370394
734	0.05833993001
735	0.0583378888
736	0.05833471516
737	0.0583309727
738	0.05832830673
739	0.05832687691
740	0.05832352614
741	0.05832123801
742	0.05831913573
743	0.05831579586
744	0.05831314423
745	0.05830985529
746	0.05830788731
747	0.05830479898
748	0.05830199559
749	0.05829989782
750	0.05829624148
751	0.05829432996
752	0.05829132092
753	0.05828911927
754	0.05828710987
755	0.05828287651
756	0.05827944493
757	0.05827770824
758	0.0582755503
759	0.05827355371
760	0.05827193729
761	0.05826927503
762	0.05826665615
763	0.05826356679
764	0.05826112399
765	0.05825753775
766	0.05825634393
767	0.05825386109
768	0.05825064792
769	0.05824850214
770	0.05824605337
771	0.05824291662
772	0.05823998152
773	0.0582358076
774	0.05823402925
775	0.05823103887
776	0.05822855278
777	0.05822744823
778	0.05822465732
779	0.05822131056
780	0.05821832073
781	0.05821472824
782	0.05821165569
783	0.05820943835
784	0.05820673164
785	0.05820529797
786	0.05820345019
787	0.05820059994
788	0.05819779762
789	0.05819493688
790	0.0581925049
791	0.05818987637
792	0.0581874596
793	0.05818373139
794	0.05818188499
795	0.05817935621
796	0.05817719306
797	0.05817427637
798	0.05817095742
799	0.0581684214
800	0.05816535828
801	0.05816243923
802	0.05815981352
803	0.05815701253
804	0.05815538328
805	0.05815296641
806	0.0581497851
807	0.05814769168
808	0.05814672664
809	0.05814353073
810	0.05814237218
811	0.05814031367
812	0.05813554833
813	0.05813249938
814	0.05812993785
815	0.05812582874
816	0.05812392202
817	0.05812260035
818	0.05812087522
819	0.05811780789
820	0.05811496303
821	0.05811208664
822	0.05811003986
823	0.05810727478
824	0.05810600768
825	0.0581019264
826	0.05810051715
827	0.0580972857
828	0.0580949851
829	0.05809212447
830	0.05808979949
831	0.05808716693
832	0.05808515565
833	0.0580821561
834	0.05807936102
835	0.05807637721
836	0.0580737883
837	0.05807207709
838	0.05807026469
839	0.05806757489
840	0.05806505464
841	0.05806279843
842	0.0580608041
843	0.05805807032
844	0.05805554243
845	0.05805377091
846	0.0580517508
847	0.05804986631
848	0.05804741266
849	0.05804619947
850	0.0580437068
851	0.05804144674
852	0.05803913101
853	0.05803550175
854	0.05803387853
855	0.05803039458
856	0.05802714722
857	0.05802377472
858	0.05802118571
859	0.05801864421
860	0.0580169756
861	0.0580145156
862	0.05801095916
863	0.05800782436
864	0.05800509089
865	0.05800150725
866	0.05799833677
867	0.05799668544
868	0.05799404941
869	0.05799119477
870	0.05798880179
871	0.05798702295
872	0.05798454276
873	0.05798146475
874	0.05797846681
875	0.05797652276
876	0.05797423419
877	0.05797262738
878	0.05797076191
879	0.05796721701
880	0.05796433979
881	0.05796277502
882	0.05796090067
883	0.05795802462
884	0.05795561528
885	0.05795308633
886	0.05795043838
887	0.05794750035
888	0.05794506953
889	0.05794182606
890	0.05793929281
891	0.05793737644
892	0.05793626764
893	0.05793249312
894	0.05792916509
895	0.05792776863
896	0.05792590105
897	0.05792346888
898	0.05792130847
899	0.05792047147
900	0.0579177103
901	0.05791590267
902	0.05791333918
903	0.05791142591
904	0.05790921963
905	0.05790687017
906	0.05790542444
907	0.05790290462
908	0.05790026375
909	0.05789879698
910	0.05789732484
911	0.05789584665
912	0.05789229258
913	0.05788987909
914	0.05788754616
915	0.05788405006
916	0.05788231954
917	0.0578801238
918	0.05787871273
919	0.05787667694
920	0.05787448752
921	0.05787286961
922	0.05787110053
923	0.05786977852
924	0.05786742878
925	0.05786511222
926	0.05786369151
927	0.05786116167
928	0.05785848475
929	0.05785639326
930	0.05785452871
931	0.05785237387
932	0.05784942898
933	0.05784769916
934	0.05784681572
935	0.05784342077
936	0.05784185994
937	0.05783944084
938	0.0578382976
939	0.05783739274
940	0.05783623346
941	0.05783421978
942	0.05783241225
943	0.05782882261
944	0.05782639227
945	0.05782400486
946	0.05782145786
947	0.05781991291
948	0.05781708365
949	0.05781511013
950	0.05781244161
951	0.05781046888
952	0.05780849267
953	0.05780691496
954	0.05780570714
955	0.05780295646
956	0.05780083241
957	0.05779844236
958	0.05779742483
959	0.0577952079
960	0.05779383226
961	0.05779167717
962	0.05778906618
963	0.05778623537
964	0.05778426759
965	0.05778232906
966	0.05778042517
967	0.05777901161
968	0.05777648053
969	0.05777458617
970	0.05777310855
971	0.05777177196
972	0.0577699506
973	0.05776751627
974	0.05776523823
975	0.05776354022
976	0.05776199638
977	0.05776012024
978	0.05775720819
979	0.05775496447
980	0.05775302087
981	0.05774962316
982	0.05774765374
983	0.05774486644
984	0.05774327631
985	0.05773868583
986	0.05773754067
987	0.0577355574
988	0.05773365938
989	0.05773241603
990	0.05773115716
991	0.05772921887
992	0.05772741557
993	0.05772575241
994	0.05772338221
995	0.05772156209
996	0.05771966263
997	0.0577180607
998	0.05771638104
999	0.05771474104
999	0.05774325685
5779187836
